id_,age,wealth,gender
310,3903169437,1905052393,2546446826
311,982800178,3773095895,3996259090
312,2199766260,2096510769,3064735451
313,3778698633,2868086375,1310862198
314,2397998745,3572754012,3224958753
315,3470369424,1277560904,2024159228
316,1427889524,3116430458,2515170783
317,1154095384,1954782321,3458622726
318,1957488883,611979140,574396804
319,2022039005,2233603190,586676724
320,2860724613,1249222072,3716851818
321,1266492801,1861798275,4215125404
322,3124906111,4287955289,3660197246
323,2276168173,2607186290,2150993602
324,2426365537,3265731051,1278907647
325,644256614,193406039,1785991900
326,1911384276,3299985659,1898799231
327,3906856636,3714667526,1250225746
328,12462926,4004125265,1307837533
329,1823502780,2397588828,535116527
330,924535084,801944004,1174089997
331,492365379,4265455369,2397315888
332,2781236643,1525686244,735794544
333,3495166522,142973150,2132312042
334,4076173879,3775129591,3738825636
335,177238222,2456190728,686008092
336,1295734264,3132293372,3837845276
337,2300984972,1906279119,2851013307
338,2673150785,2011935840,2335765441
339,2686490552,4239758382,2200635598
340,2543811353,2254421328,2267691109
341,4256814031,1969391436,3401998346
342,3436686243,3650136365,418989897
343,3680859848,1256462962,4245563273
344,1776323968,2650624992,4197710812
345,2931380167,3192491809,2311088907
346,2362677222,274129532,4271403561
347,3166581499,826067657,1121089491
348,1496628525,2120740820,962832938
349,1814265039,1081745707,3155456426
350,3854556288,1965874355,46259605
351,1188308908,1247703109,1205524774
352,3259789140,3874013182,309268898
353,224705546,2215667849,2454778093
354,3006810254,4272169447,3782023710
355,3208142137,16561503,295815744
356,913561378,1409727326,497214156
357,3171022396,2009631527,3602511132
358,2930980686,1003554389,1483857701
359,2414599303,3378005219,2993175932
360,2735921149,3787947085,4071269140
361,2422887085,2341762373,2252480299
362,3980966682,4022431062,3469792501
363,333635674,1150661639,1927189464
364,2404564182,3200378829,167308342
365,1289335655,352764755,3712558660
366,3776953702,2241065917,730145896
367,2471780555,1255906442,425109775
368,1861997710,2074305321,3018929583
369,4089317130,1608534215,1036512374
370,3870649219,1767859187,3133213311
371,3545592118,2037546925,3411709792
372,30487921,837008489,2096635086
373,3351347459,4176203996,669910428
374,2811812451,1570462614,3331606340
375,1293539887,2338661257,3238015020
376,3250937153,4031983719,576504079
377,1270437796,609040325,3688780756
378,3015327131,2227018200,1845969241
379,1583141805,2763150129,601978159
380,1757839189,2274208551,1133881916
381,1542962964,1221512437,1937040040
382,2136891222,1829603154,663485737
383,2098433539,998188263,3025506119
384,2463127639,2602340529,2457970645
385,1216747965,871096149,3133217367
386,3175971467,4272434531,1629294970
387,609610345,4289056402,588382991
388,2551708799,1219500490,892705961
389,2551594726,89652624,2831681366
390,1283999814,1207078635,550802466
391,744741815,348546059,3306749899
392,36642875,345206532,472267781
393,1904994430,420251511,128269097
394,1979984836,3312474192,283341672
395,1900489669,891413126,1437260224
396,3446612162,2783987310,2641199656
397,2103436512,3581575791,2437373819
398,3416494078,867772314,49182525
399,2545854066,461556726,3249551438
400,1098191574,734023093,2886009204
401,2883447149,3097930884,1204338550
402,148907585,2966868854,3056932896
403,1331488740,929223887,3764345256
404,1545927149,872353285,2262775938
405,2317102192,865646556,4243832035
406,242015542,627234686,3954120193
407,660703435,3840019799,1617123357
408,914675420,1216757715,2739600909
409,1265784012,3388276421,379303753
410,3366612848,640268288,2068027915
411,2692055280,1936573232,2821418918
412,1613255561,521403895,2975284401
413,3535169037,2479703832,1339978959
414,3711754109,474346859,257268842
415,4270750386,1087106107,2262491165
416,1271142353,279690121,1235903106
417,3127597160,1913140923,3839282456
418,3781344590,519600103,767390909
419,3693442730,3536252066,48743322
420,447581160,1854759688,3124657489
421,2202881106,1469238301,3048137093
422,83946503,4075946891,820964972
423,2203038184,1453519826,4008163042
424,4246776026,3062733018,3348998558
425,2996753562,3009333534,862346338
426,211599819,1044522660,145008633
427,3355971485,1180843666,1326598326
428,361869398,1362679351,4092199355
429,1005422394,1161282543,2900342771
430,1686047161,625381262,1547515318
431,883273737,3774611991,1582677223
432,4262318894,3460331092,2745418676
433,193763513,2707116589,368685164
434,883551986,2887056627,263345724
435,3736871064,3584794159,2266716821
436,649283964,2036828576,3993731667
437,1615857112,72046656,80933109
438,1508474327,3108695900,1490013646
439,3049815235,4208392914,1937041593
440,3133717751,3597257236,3736917352
441,610205076,556209619,3302839061
442,1628725141,1015914930,3902272462
443,540992283,473700714,4195080720
444,3739073459,2418951853,4180598435
445,3409519576,1349587679,1359506553
446,3364120666,2644943908,21279666
447,3503666338,11971891,2192091728
448,1318668505,3487437759,984315140
449,1226721295,3317403303,3938148688
450,2405176822,3049261711,3268352286
451,3141295270,3816763033,320350057
452,899948815,2099760252,3059213935
453,1079588221,3133622402,3097367594
454,782880674,1644880576,846520064
455,3398484324,997825514,3198881951
456,3955598168,252829305,2870476610
457,2696350882,1170484150,382526902
458,2581017889,1186466053,3380400744
459,13802879,492323370,2626683882
460,579775004,945696220,311461597
461,3083022485,3608443496,3546258273
462,2929169270,1919552814,3103428289
463,3225349343,3262069513,316986553
464,2856235316,3313964184,15121586
465,2900384051,1535234223,3075429342
466,2768940888,1814107317,1207999707
467,1652248528,730965653,3695163048
468,3647809726,1476215518,709935034
469,4059670173,1859521364,713576963
470,4077127844,1937546577,1431186310
471,2269982075,1218524724,2840767821
472,46894808,2699502934,744796937
473,136721129,595755726,2544897008
474,2779726581,3673207056,180313568
475,1774589647,2390053323,2081498666
476,2460400972,254959123,2714882267
477,3342459494,969218761,1382059521
478,1865445841,3351633687,2535918815
479,3550662379,2921257895,2015058360
480,447777386,3730862450,2323463551
481,3988505778,3590929070,2394624582
482,69150356,727543752,3359285183
483,1563326361,3411998670,4081353642
484,1427161217,4014556219,1098228095
485,356319504,1990738144,1906526756
486,1915568680,2241558487,3452586343
487,1008104565,3704114932,153064478
488,791314545,151845987,2258701589
489,4027102984,3150737970,2757576881
490,743455678,1311983499,2833207425
491,2455380147,3474902080,2806756061
492,991651093,2914990338,2548387866
493,1462634793,1168626890,813996666
494,2537123853,2154970542,2641723783
495,4157535031,3339008416,1452003286
496,799965450,3102468940,2565528473
497,4095918039,3948081391,1820587241
498,595406134,1276261556,3730537278
499,4135882520,3224412005,263310869
500,2352204690,2241149213,217880497
501,3659631620,1498326158,3129034408
502,613438022,511061946,377423559
503,2266673213,2195722021,1468123270
504,1410571672,233736580,3958781216
505,3022263371,1675706777,2290983075
506,3974053046,3816711228,1757152184
507,2229917936,1658614184,3891148485
508,1032320784,220222562,2043922963
509,3566464398,3330212108,3835988005
510,2744867095,3386085454,4246691951
511,3581239433,1413791899,214086032
512,2201352493,3496277683,1995774717
513,1923443786,3690820538,1144489262
514,432496716,1264961475,3514105998
515,4290736080,3139510550,374396856
516,4231629619,626130255,3515176310
517,3868755334,221725529,114013386
518,2082237026,3940411136,1617059006
519,3637734829,371698570,3432579965
520,1095236330,2259397509,766742939
521,1335404289,3557771952,2297808102
522,961196244,1519314605,4026210498
523,2170064402,4134492940,4206130147
524,937895773,2093181908,3762668744
525,515100578,3507785866,1414638658
526,1459560485,23285385,2283707679
527,2753294474,4264961875,1534274813
528,243033164,487952120,2404541500
529,3663224081,3340368323,3521615568
530,2586326680,1879855467,1213494792
531,1379134467,3666363505,2837894149
532,3201483673,605734294,2081182317
533,2566812907,874010337,3270663617
534,1707848549,3305230156,2061589818
535,1673140880,170491795,3958291425
536,1963658835,4055510827,3497259272
537,2825873586,2918520368,2007692916
538,1184906552,716662893,1923515688
539,360504322,748174032,284557702
540,1563034055,3028853481,2488880858
541,3545314971,2375521136,1647397270
542,1685120067,362790916,3558027376
543,923300220,309719128,331529713
544,3007389832,3368357181,1155325145
545,1977185641,1623619908,1018609802
546,804351039,1246290870,1615638863
547,1389947693,1097206577,4043072103
548,355915564,3138845516,1168743729
549,3250240394,3753805322,2714818637
550,2215804219,3832998178,2583170693
551,3504956366,1707229046,2657666187
552,2225508463,730147530,1400601816
553,3378921827,2756771739,1130877399
554,2752565806,1014262088,684309451
555,2679458584,1900738890,807055445
556,1889727151,3806265745,155807658
557,192288163,813074628,1354972498
558,2068205938,777738492,3563347472
559,2046365383,2682358872,3994732145
560,3283026534,3601494559,3146363517
561,3560406895,2609836827,4269447651
562,3009733488,217636249,2506251401
563,886577120,2774149495,576273991
564,1414404794,1111494669,3029385537
565,1900408951,1346227704,265825872
566,4289863024,1420696054,1698137931
567,201064012,701204517,2107616405
568,276215106,510779491,2765907958
569,2486144303,1329609152,2972051950
570,529812333,3170609819,3857893402
571,2399696085,3983270563,2750106775
572,894090438,2924698621,1776146906
573,902370688,423492396,4051875111
574,425572945,3870194080,626756421
575,920457611,290405600,484368520
576,2951162188,2588884840,2224685690
577,944537248,375674334,4162951021
578,179179336,2475268461,2854220706
579,3763293023,2005433858,4271850084
580,848776527,2058577769,2751398069
581,3920580283,2812058686,258876275
582,4149353427,2625837984,3056730026
583,3164949439,2132681160,3089421614
584,4059675673,1803693004,2281785516
585,339848825,2660636713,168711471
586,2663984009,1036788945,1495667847
587,3183110684,3482384182,827050638
588,310737996,263177332,3001850658
589,2110125698,3527792201,2104416778
590,1691241443,673926496,1064422226
591,2360792552,3894211722,1833394042
592,2517049836,3836106620,3774751390
593,3394356881,2409496968,1925071009
594,3476858760,218468421,563657568
595,4261567044,1673822301,1691349948
596,3312621145,4046968321,4059940317
597,2355841193,3596578190,990790949
598,2798733720,622549170,1083882237
599,48150533,1419411680,3276884284
600,1048125535,2346839378,3230482651
601,3479496085,4176533554,168765468
602,3479751717,870453155,1372049849
603,3702064334,2376529173,587565724
604,745342855,3161630486,1886883746
605,1281063402,2203530335,3649843449
606,2851277175,3189486356,1830227041
607,3525272704,2880855100,3875048214
608,1895689478,2609918488,361163574
609,3208575270,3538952480,4013765565
610,2698317615,3388119769,2748305501
611,2296503006,692842279,2201747492
612,822690821,658243542,1764113938
613,3908916530,4129060540,2638765209
614,2996728645,373329678,3479084774
615,208199207,2380682226,707592969
616,1534190846,976846167,511741398
617,515433962,3033732742,1181232780
618,2154504582,1415838684,3933950738
619,231936384,3222194158,2198607417
620,2035063552,1427499318,1732931369
621,687565136,252927077,3730770328
622,75698989,703513620,2959493403
623,3822600170,3540840580,416010728
624,2605389923,2001951263,1587207677
625,3594585297,1385069436,2165710709
626,1457159115,2935079081,353540386
627,4031227997,355834115,1959146884
628,4208544458,1752815465,3704024361
629,2089124954,851203614,1555703453
630,3602685834,56241233,1159205844
631,2361189108,534675123,1950726638
632,2793378155,1704780239,1007444860
633,2570067153,3215711358,71374709
634,2625247600,1353040763,4041284412
635,2795439750,2136559003,1137961861
636,2085384634,537411960,3180675926
637,1513746533,1282983084,928604147
638,546536195,1065120190,562844781
639,2794171062,1683048511,3606374728
640,3510601528,2785174730,431498115
641,938347869,3613430744,4016745798
642,3576323136,2167408082,1310392293
643,4144266392,1369683528,2717126597
644,724418005,2137609578,2587497564
645,53685815,258125431,1638444676
646,4158363536,40291204,789196463
647,1675366490,722387489,2908033189
648,2385232463,2667559712,1803574485
649,3443671539,2875921178,2387557984
650,2980909288,2365068992,2069277135
651,110631819,3050746701,1962389395
652,2964441218,975366277,808899883
653,367319501,354075625,3969146724
654,1923158899,2922104595,3047974656
655,4094440991,482596034,1306536018
656,3728631825,2263081079,532896881
657,3169033190,1015970578,2989077898
658,3552818006,105104968,76034843
659,4184978807,908827264,2071821973
660,1863938343,3924884514,3145051413
661,694245941,1086783288,3130617328
662,3400037585,1831156998,2418705990
663,1662333609,848274994,383792841
664,291713032,3625450965,555575049
665,1061148528,2040065821,4107959206
666,455777467,679286187,2942521425
667,4017328974,1110785781,1378224605
668,3580876727,3259158389,765490095
669,3768029791,2274443789,2879196347
670,1717699311,158708643,1040060595
671,3729983158,836581745,992549927
672,46600722,2915525046,2702435123
673,499047894,60463893,2769322844
674,4084553430,1108681891,4120156946
675,1627608033,1880785563,2445671832
676,3525817288,1967294104,3533962309
677,814529230,1486931507,3345889986
678,312321500,2295573381,3412953470
679,722081100,73584473,4059375433
680,2628935703,4225902587,3295518022
681,87777269,2630203901,1294122189
682,1482036965,759703047,4145197009
683,3665762887,97677106,443343880
684,3550622601,2091342642,3314948069
685,3365430899,1573803254,2235200357
686,820755330,2875478498,1946855782
687,3654288225,1004880170,1243551422
688,1377712532,3656911788,3684018448
689,1829544518,2334759552,1910155797
690,3262258904,2418075475,3871974521
691,3804912832,2394622052,1280409928
692,3092699839,2593922050,2132832554
693,1600912792,2857206996,1266790382
694,1136507405,4074022734,4222169948
695,3816855178,1275264932,341631068
696,3681982598,1281366855,189193641
697,439915827,1372007952,709079229
698,2643224281,3661208158,1416678968
699,868354091,4239051416,2767671713
700,3561073701,3748633,2583879877
701,2222845619,3963001690,1868127845
702,1068601187,2366619835,273224757
703,1982039731,4126149678,2721227426
704,1661730135,676886199,3541127899
705,3820273160,176432201,3430492151
706,379934360,475767665,3777190794
707,1762939698,4069320128,2121325955
708,1900203362,2807106907,165989169
709,1057072755,502521359,1060520189
710,3037603851,3081185591,1201087260
711,1658161646,1354131718,1080146541
712,771306514,1145440457,2446671820
713,1008462381,3715345756,4268522753
714,2239559600,1798912546,1056755370
715,1075225562,1280993923,3497663551
716,2831940681,3610004682,1179256227
717,3028734498,1895136110,2231678596
718,2271020903,3197202940,1413685348
719,1340891026,4188213662,1428439824
720,2381277859,79914519,1662498583
721,1284025151,3451938670,2301995041
722,1656654466,3836174828,472907311
723,3812392343,4064176089,139388065
724,933390174,2594711800,4113744498
725,176645704,3885550857,1867009970
726,1395279872,2206207702,2956500264
727,590337224,633338278,4146820558
728,352014521,2125402722,1257518355
729,170219121,2003374616,3254228768
730,3956524193,4186283878,3251388135
731,615066337,2863282605,4026016679
732,519126939,645769321,1932445161
733,3104332337,3658140891,1207890143
734,345778128,1244552399,394946625
735,1923359764,2817131872,3733734872
736,2827844118,2669051908,2223519438
737,3755444863,2375183987,2003328310
738,1515914463,3880080870,2490682649
739,2253423249,3420830714,3431563768
740,3150597634,2384850455,2878398649
741,284284435,2370943665,2219311691
742,3018403932,1283018409,2276136341
743,4281511556,720467930,197862924
744,2564473059,158689764,3694463972
745,3190798150,828179015,51578374
746,1101267,2819292244,780023594
747,1021064760,2872966976,926412812
748,1650049075,444875023,92534496
749,3766633794,1720149642,59198582
750,2014432271,3711393211,3532891577
751,3658889990,2731815006,3009071298
752,2082012980,4143057614,2909439773
753,3449937703,3425487576,1638687887
754,3222650773,2556102906,3014156282
755,3090974169,1744696247,3145144078
756,1278441065,402875095,2819173627
757,3298409549,3358219136,1289861272
758,3139387327,3886262574,686573987
759,2137339760,1230545930,820845684
760,1858724874,2484564144,3710997183
761,3469235312,4049230839,1084095537
762,4031851370,2926014602,1160985556
763,1970072712,1106100393,1475449334
764,3536156590,3886068865,545439554
765,1584931446,3123374180,3070227807
766,3376214477,1039109331,110051005
767,1430861344,1366329301,1164909010
768,3381025547,2974988241,2101727705
769,2090626660,3656986767,1019650095
770,3337443222,50527696,2418057712
771,885974382,2538863024,2989817379
772,1502176311,1892216894,1384163288
773,1975990036,4023683316,2157995941
774,2284450775,2581940024,3195541940
775,1883821875,3043191649,4218147860
776,3857513453,3120230348,4280985828
777,3134826817,3766298166,3160985815
778,4011593715,2094489736,3669057162
779,2670237012,939947674,456640237
780,1517466172,1432905336,1164644069
781,1933232805,2382901102,889868053
782,454784648,467452781,1237835487
783,3881921278,194128429,1190444907
784,2825960026,2510139712,2633027204
785,3568093827,1345749398,2360285044
786,3779285736,3152235627,1719651802
787,3565798310,1776406472,4229709853
788,555296431,2671084671,1305169741
789,3226379293,1411448636,2277482045
790,3772803259,3985635467,1680939082
791,3873927356,3923740864,1130612550
792,1418625691,1780756612,994701600
793,3723233584,2040401842,412521034
794,136502411,1990366718,2806199262
795,2054788417,2561890761,2758879873
796,2061990281,591093197,528290000
797,225499533,2213701857,4263189539
798,64019059,2408837104,809764130
799,4063464307,1328112573,1015850642
800,3654143763,2066095805,1313183238
801,3236311240,4113188436,3833727449
802,2046220997,3283503553,114753592
803,2709902369,35445620,2406381968
804,2394871715,248841089,2404829106
805,3686170973,212834842,3114880686
806,2653982700,3674183280,2248183367
807,1025483232,1434000241,642661399
808,3597534230,2864867533,132879409
809,259160340,1285219857,3770439166
810,2453433516,1728047125,2208395882
811,3621638137,76757485,2447812328
812,267306947,2086056191,3478345304
813,2679340315,4196039251,138064673
814,1149068007,2215983937,2863428593
815,3092770588,3612466969,3147011569
816,584757542,1616420251,1056551898
817,3051558880,1342020893,3798486954
818,341524972,3371858724,3270702184
819,270046577,437321115,2568710665
820,2060320460,491745975,2855745059
821,1269389376,2885547698,87728383
822,1620473642,3752291056,3445231219
823,3338144023,2616303488,732942989
824,3049318771,3672317973,2744451211
825,1554420196,4262248655,1267865028
826,3837587458,1004227444,2395455539
827,2907520050,3371207213,4122706177
828,3977274513,2834443863,2955211649
829,1603753343,1141672358,2825483011
830,165403457,3174424161,4129974574
831,3988404247,1048906268,1212187953
832,1735026240,185155817,1862425395
833,1909937645,3551057878,336440299
834,3080040729,1769995125,3295319126
835,3896580700,3864214271,3416503204
836,2209180777,3266587685,3301799362
837,383896614,951717574,2605557851
838,1521080420,3102021587,2908210265
839,551036988,1683259632,1255865777
840,683606317,2089641009,1127852647
841,668830392,1537659530,2359180504
842,4282694823,2121967118,172224200
843,2862663793,4157513815,2447174941
844,773653634,1840244294,3341418120
845,831362121,1019569582,3978841227
846,2916129634,1897425812,1744829240
847,2856053673,3555625545,1417281285
848,1513034346,2518781825,1943245424
849,3051084854,4023838307,2126944569
850,4186186652,3499528772,4141018345
851,1225027548,787977482,3268644011
852,2959089614,1893595473,3781540602
853,3452575959,674883462,910169032
854,1910891105,1241558478,4244090676
855,1790710814,1252806985,15550690
